,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
45,46,2020/7/24,,2829,26.46,499.8,25.11,121.26,22.0,7350,30.7,MM60-6RT-300,1006.0 ,1008.4 ,1007.6 ,2020-07-24 07:23 ,1004.0 ,2020-07-24 16:26 ,30.4 ,33.6 ,2020-07-24 13:02 ,27.2 ,2020-07-24 01:50 ,25.8 ,77 ,69 ,2020-07-24 12:58 ,5.2 ,240 ,14.7 ,230 ,2020-07-24 09:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.5 ,85.9 ,26.37 ,18.0 ,-5.7 ,12 ,2020-07-24 12:00 ,4.8 
46,47,2020/7/25,,2264,17.91,499.8,25.11,121.26,22.0,4975,30.0,MM60-6RT-300,1005.5 ,1008.0 ,1006.4 ,2020-07-25 09:41 ,1004.1 ,2020-07-25 16:31 ,30.0 ,32.6 ,2020-07-25 11:34 ,28.3 ,2020-07-25 23:48 ,27.1 ,85 ,75 ,2020-07-25 10:57 ,4.2 ,250 ,13.1 ,250 ,2020-07-25 10:30 ,1.5 ,0.3 ,1.5 ,2020-07-25 02:34 ,1.5 ,2020-07-25 01:44 ,3.3 ,24.7 ,18.13 ,16.0 ,6.2 ,10 ,2020-07-25 13:00 ,9.7 
47,48,2020/7/26,,2726,20.42,499.8,25.11,121.26,22.0,5672,30.0,MM60-6RT-300,1005.2 ,1007.6 ,1006.3 ,2020-07-26 21:41 ,1003.2 ,2020-07-26 15:05 ,30.3 ,33.0 ,2020-07-26 14:37 ,27.0 ,2020-07-26 05:18 ,26.0 ,78 ,65 ,2020-07-26 16:56 ,4.0 ,240 ,14.0 ,260 ,2020-07-26 11:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.7 ,72.7 ,27.48 ,16.0 ,9.7 ,12 ,2020-07-26 12:00 ,8.7 
48,49,2020/7/27,,2301,16.89,499.8,25.11,121.26,22.0,4692,29.0,MM60-6RT-300,1005.6 ,1008.0 ,1006.9 ,2020-07-27 21:45 ,1004.0 ,2020-07-27 02:48 ,29.7 ,33.4 ,2020-07-27 10:07 ,27.3 ,2020-07-27 04:21 ,25.0 ,76 ,68 ,2020-07-27 09:34 ,2.9 ,210 ,11.4 ,230 ,2020-07-27 10:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.9 ,51.8 ,20.97 ,18.0 ,6.4 ,11 ,2020-07-27 12:00 ,8.2 
49,50,2020/7/28,,1806,12.59,499.8,25.11,121.26,22.0,3497,28.8,MM60-6RT-300,1006.9 ,1009.4 ,1008.2 ,2020-07-28 09:53 ,1005.6 ,2020-07-28 16:55 ,29.3 ,33.6 ,2020-07-28 11:49 ,27.0 ,2020-07-28 01:38 ,25.5 ,80 ,65 ,2020-07-28 11:11 ,2.0 ,250 ,7.6 ,140 ,2020-07-28 14:42 ,T ,0.4 ,T ,2020-07-28 15:14 ,T ,2020-07-28 15:01 ,5.7 ,42.8 ,17.67 ,15.3 ,-5.5 ,12 ,2020-07-28 13:00 ,6.8 
50,51,2020/7/29,,2891,21.8,499.8,25.11,121.26,22.0,6056,31.2,MM60-6RT-300,1006.0 ,1008.4 ,1007.5 ,2020-07-29 08:17 ,1003.1 ,2020-07-29 16:35 ,30.2 ,34.0 ,2020-07-29 13:09 ,27.1 ,2020-07-29 05:05 ,26.3 ,80 ,65 ,2020-07-29 11:33 ,2.5 ,240 ,8.6 ,290 ,2020-07-29 14:41 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.3 ,62.4 ,20.82 ,13.3 ,6.6 ,10 ,2020-07-29 14:00 ,2.5 
51,52,2020/7/30,,1680,14.05,499.8,25.11,121.26,22.0,3903,30.6,MM60-6RT-300,1005.3 ,1007.7 ,1006.9 ,2020-07-30 09:28 ,1003.7 ,2020-07-30 21:40 ,30.4 ,33.5 ,2020-07-30 10:34 ,28.0 ,2020-07-30 05:22 ,24.3 ,70 ,58 ,2020-07-30 17:11 ,2.6 ,70 ,12.4 ,90 ,2020-07-30 21:29 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.2 ,16.6 ,12.53 ,16.0 ,4.9 ,8 ,2020-07-30 11:00 ,8.3 
52,53,2020/7/31,,2921,22.42,499.8,25.11,121.26,22.0,6228,32.2,MM60-6RT-300,1005.4 ,1007.8 ,1006.9 ,2020-07-31 08:22 ,1003.6 ,2020-07-31 02:38 ,31.0 ,36.2 ,2020-07-31 12:53 ,28.2 ,2020-07-31 03:26 ,26.3 ,77 ,55 ,2020-07-31 12:53 ,2.0 ,320 ,8.3 ,300 ,2020-07-31 14:55 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.6 ,64.8 ,22.65 ,11.7 ,7.5 ,11 ,2020-07-31 13:00 ,6.0 
53,54,2020/8/1,,2642,23.4,499.8,25.11,121.26,22.0,6500,31.1,MM60-6RT-300,1006.4 ,1008.8 ,1008.3 ,2020-08-01 22:50 ,1004.7 ,2020-08-01 15:01 ,30.6 ,34.7 ,2020-08-01 11:29 ,27.7 ,2020-08-01 06:01 ,26.6 ,80 ,61 ,2020-08-01 11:28 ,2.8 ,320 ,9.4 ,320 ,2020-08-01 12:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.4 ,86.1 ,26.64 ,12.2 ,8.5 ,11 ,2020-08-01 13:00 ,3.2 
54,55,2020/8/2,,2402,17.62,499.8,25.11,121.26,22.0,4894,29.6,MM60-6RT-300,1005.7 ,1008.1 ,1008.3 ,2020-08-02 00:01 ,1003.6 ,2020-08-02 16:06 ,30.0 ,33.7 ,2020-08-02 14:03 ,27.2 ,2020-08-02 05:21 ,25.4 ,77 ,64 ,2020-08-02 13:04 ,3.6 ,50 ,13.6 ,40 ,2020-08-02 15:07 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.4 ,55.9 ,20.88 ,15.7 ,-6.6 ,12 ,2020-08-02 13:00 ,5.7 
55,56,2020/8/3,,788,3.72,499.8,25.11,121.26,22.0,1033,26.2,MM60-6RT-300,1001.8 ,1004.3 ,1004.5 ,2020-08-03 00:01 ,1000.4 ,2020-08-03 14:38 ,27.2 ,28.5 ,2020-08-03 12:28 ,25.3 ,2020-08-03 14:21 ,25.3 ,90 ,80 ,2020-08-03 22:56 ,6.0 ,230 ,20.6 ,220 ,2020-08-03 22:48 ,71.0 ,9.4 ,14.0 ,2020-08-03 10:28 ,32.0 ,2020-08-03 09:57 ,0.2 ,1.5 ,5.86 ,9.0 ,/ ,7 ,2020-08-03 12:00 ,8.7 
56,57,2020/8/4,,2008,14.32,499.8,25.11,121.26,22.0,3978,28.0,MM60-6RT-300,1004.9 ,1007.3 ,1009.0 ,2020-08-04 23:15 ,1000.7 ,2020-08-04 01:07 ,28.8 ,31.8 ,2020-08-04 11:03 ,26.5 ,2020-08-04 21:44 ,24.8 ,79 ,65 ,2020-08-04 11:08 ,6.5 ,230 ,20.8 ,240 ,2020-08-04 01:01 ,1.5 ,0.9 ,1.0 ,2020-08-04 21:29 ,1.5 ,2020-08-04 21:04 ,3.0 ,22.7 ,17.13 ,17.3 ,-3.1 ,9 ,2020-08-04 11:00 ,8.7 
57,58,2020/8/5,,2401,15.76,499.8,25.11,121.26,22.0,4378,28.3,MM60-6RT-300,1009.3 ,1011.7 ,1011.1 ,2020-08-05 23:02 ,1007.4 ,2020-08-05 02:37 ,29.0 ,33.2 ,2020-08-05 14:35 ,26.1 ,2020-08-05 05:04 ,25.7 ,83 ,70 ,2020-08-05 14:34 ,2.3 ,20 ,7.9 ,20 ,2020-08-05 14:01 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,28.1 ,16.88 ,17.3 ,4.4 ,10 ,2020-08-05 12:00 ,8.2 
58,59,2020/8/6,,2959,26.59,499.8,25.11,121.26,22.0,7386,30.0,MM60-6RT-300,1008.9 ,1011.3 ,1010.6 ,2020-08-06 00:01 ,1006.9 ,2020-08-06 17:01 ,30.5 ,34.4 ,2020-08-06 12:50 ,26.3 ,2020-08-06 05:25 ,25.6 ,76 ,56 ,2020-08-06 11:10 ,2.6 ,20 ,9.1 ,10 ,2020-08-06 15:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.8 ,89.7 ,27.64 ,18.7 ,8.0 ,12 ,2020-08-06 12:00 ,5.3 
59,60,2020/8/7,,2861,18.53,499.8,25.11,121.26,22.0,5147,29.5,MM60-6RT-300,1006.9 ,1009.3 ,1008.5 ,2020-08-07 00:08 ,1005.0 ,2020-08-07 17:10 ,30.1 ,32.9 ,2020-08-07 13:11 ,27.2 ,2020-08-07 05:31 ,26.0 ,79 ,69 ,2020-08-07 13:41 ,2.7 ,260 ,7.7 ,270 ,2020-08-07 02:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,83.0 ,26.91 ,15.0 ,7.0 ,12 ,2020-08-07 13:00 ,4.0 
60,61,2020/8/8,,2659,20.04,499.8,25.11,121.26,22.0,5567,29.2,MM60-6RT-300,1004.2 ,1006.6 ,1006.0 ,2020-08-08 00:21 ,1002.2 ,2020-08-08 23:49 ,29.5 ,32.3 ,2020-08-08 13:26 ,27.4 ,2020-08-08 05:04 ,26.2 ,83 ,71 ,2020-08-08 10:48 ,2.2 ,280 ,7.3 ,260 ,2020-08-08 14:16 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,73.2 ,25.57 ,15.3 ,6.5 ,12 ,2020-08-08 12:00 ,4.2 
61,62,2020/8/9,,1898,18.82,499.8,25.11,121.26,22.0,5228,29.0,MM60-6RT-300,1002.1 ,1004.5 ,1003.1 ,2020-08-09 08:02 ,1000.8 ,2020-08-09 16:37 ,29.7 ,32.6 ,2020-08-09 12:27 ,27.6 ,2020-08-09 00:28 ,25.1 ,77 ,69 ,2020-08-09 12:26 ,3.3 ,260 ,8.8 ,260 ,2020-08-09 14:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.1 ,39.0 ,19.91 ,18.7 ,5.4 ,11 ,2020-08-09 13:00 ,9.0 
62,63,2020/8/10,,2154,15.64,499.8,25.11,121.26,22.0,4344,28.9,MM60-6RT-300,1003.9 ,1006.4 ,1005.4 ,2020-08-10 20:45 ,1002.3 ,2020-08-10 01:59 ,29.2 ,33.0 ,2020-08-10 14:54 ,26.5 ,2020-08-10 20:06 ,25.5 ,81 ,70 ,2020-08-10 12:01 ,2.4 ,180 ,8.4 ,190 ,2020-08-10 18:41 ,2.5 ,1.9 ,1.0 ,2020-08-10 19:16 ,2.5 ,2020-08-10 19:04 ,6.3 ,48.2 ,19.95 ,14.0 ,-4.1 ,9 ,2020-08-10 13:00 ,9.2 
63,64,2020/8/11,,1140,6.94,499.8,25.11,121.26,22.0,1928,27.3,MM60-6RT-300,1007.9 ,1010.4 ,1011.5 ,2020-08-11 23:20 ,1003.9 ,2020-08-11 01:38 ,27.4 ,32.1 ,2020-08-11 08:56 ,25.0 ,2020-08-11 18:02 ,26.0 ,92 ,76 ,2020-08-11 08:41 ,2.1 ,340 ,7.6 ,280 ,2020-08-11 17:56 ,28.0 ,5.2 ,6.0 ,2020-08-11 14:11 ,12.0 ,2020-08-11 16:35 ,1.9 ,14.6 ,10.21 ,11.3 ,-2.9 ,7 ,2020-08-11 12:00 ,10.0 
64,65,2020/8/12,,2763,22.13,499.8,25.11,121.26,22.0,6147,28.8,MM60-6RT-300,1011.9 ,1014.4 ,1013.5 ,2020-08-12 21:46 ,1010.3 ,2020-08-12 02:32 ,28.5 ,32.3 ,2020-08-12 11:55 ,24.8 ,2020-08-12 03:15 ,25.2 ,83 ,X ,... ,1.8 ,20 ,7.3 ,20 ,2020-08-12 12:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.1 ,62.2 ,22.24 ,17.7 ,5.0 ,12 ,2020-08-12 12:00 ,5.0 
65,66,2020/8/13,,2706,21.78,499.8,25.11,121.26,22.0,6050,29.2,MM60-6RT-300,1010.7 ,1013.2 ,1013.0 ,2020-08-13 00:01 ,1009.2 ,2020-08-13 23:50 ,29.1 ,31.8 ,2020-08-13 10:16 ,26.2 ,2020-08-13 03:49 ,25.4 ,81 ,71 ,2020-08-13 07:55 ,1.7 ,320 ,7.7 ,300 ,2020-08-13 11:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.5 ,57.7 ,20.62 ,16.2 ,5.2 ,10 ,2020-08-13 13:00 ,5.7 
66,67,2020/8/14,,2715,16.81,499.8,25.11,121.26,22.0,4669,28.6,MM60-6RT-300,1008.2 ,1010.7 ,1009.7 ,2020-08-14 08:40 ,1006.6 ,2020-08-14 16:25 ,28.7 ,31.7 ,2020-08-14 12:35 ,26.2 ,2020-08-14 05:25 ,24.8 ,79 ,71 ,2020-08-14 11:58 ,2.3 ,300 ,6.9 ,320 ,2020-08-14 13:13 ,T ,0.3 ,T ,2020-08-14 19:41 ,T ,2020-08-14 19:41 ,9.6 ,73.9 ,24.29 ,16.3 ,-5.3 ,11 ,2020-08-14 12:00 ,5.7 
67,68,2020/8/15,,2136,15.07,499.8,25.11,121.26,22.0,4186,27.8,MM60-6RT-300,1007.7 ,1010.2 ,1009.4 ,2020-08-15 21:39 ,1006.2 ,2020-08-15 14:41 ,28.1 ,31.6 ,2020-08-15 12:42 ,26.2 ,2020-08-15 22:32 ,24.6 ,82 ,73 ,2020-08-15 12:04 ,2.2 ,180 ,7.2 ,320 ,2020-08-15 13:30 ,3.5 ,1.6 ,1.5 ,2020-08-15 15:59 ,3.0 ,2020-08-15 15:31 ,6.7 ,51.7 ,19.06 ,17.3 ,-5.7 ,11 ,2020-08-15 13:00 ,7.3 
68,69,2020/8/16,,2356,15.16,499.8,25.11,121.26,22.0,4211,28.0,MM60-6RT-300,1007.9 ,1010.4 ,1009.2 ,2020-08-16 00:01 ,1006.3 ,2020-08-16 17:10 ,28.0 ,31.3 ,2020-08-16 12:44 ,25.5 ,2020-08-16 05:37 ,25.0 ,84 ,75 ,2020-08-16 12:44 ,1.8 ,340 ,8.7 ,330 ,2020-08-16 13:32 ,T ,0.5 ,T ,2020-08-16 16:33 ,T ,2020-08-16 16:28 ,6.2 ,47.9 ,16.97 ,13.7 ,-2.7 ,10 ,2020-08-16 13:00 ,5.7 
69,70,2020/8/17,,2367,21.94,499.8,25.11,121.26,22.0,6094,30.0,MM60-6RT-300,1006.2 ,1008.7 ,1007.7 ,2020-08-17 00:01 ,1005.4 ,2020-08-17 15:40 ,28.9 ,33.2 ,2020-08-17 10:02 ,24.9 ,2020-08-17 05:21 ,24.7 ,79 ,63 ,2020-08-17 10:00 ,2.2 ,110 ,8.4 ,80 ,2020-08-17 09:30 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.9 ,68.9 ,22.84 ,14.3 ,5.2 ,11 ,2020-08-17 11:00 ,6.0 
70,71,2020/8/18,,2031,16.45,499.8,25.11,121.26,22.0,4569,30.4,MM60-6RT-300,1005.8 ,1008.3 ,1007.3 ,2020-08-18 00:01 ,1003.9 ,2020-08-18 14:40 ,29.1 ,32.5 ,2020-08-18 12:17 ,25.6 ,2020-08-18 05:32 ,24.3 ,76 ,60 ,2020-08-18 12:11 ,2.2 ,250 ,9.0 ,70 ,2020-08-18 10:55 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.5 ,42.6 ,14.54 ,19.0 ,4.3 ,8 ,2020-08-18 12:00 ,7.5 
71,72,2020/8/19,,2888,23.92,499.8,25.11,121.26,22.0,6644,31.2,MM60-6RT-300,1006.2 ,1008.7 ,1007.6 ,2020-08-19 23:02 ,1004.3 ,2020-08-19 15:35 ,30.3 ,35.2 ,2020-08-19 12:04 ,27.2 ,2020-08-19 00:29 ,24.8 ,73 ,53 ,2020-08-19 12:07 ,2.5 ,80 ,8.0 ,10 ,2020-08-19 11:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,84.7 ,25.67 ,13.3 ,6.9 ,11 ,2020-08-19 12:00 ,3.7 
72,73,2020/8/20,,2857,22.77,499.8,25.11,121.26,22.0,6325,31.2,MM60-6RT-300,1006.9 ,1009.3 ,1008.3 ,2020-08-20 23:04 ,1004.8 ,2020-08-20 16:09 ,30.3 ,35.7 ,2020-08-20 13:08 ,27.0 ,2020-08-20 02:17 ,24.9 ,73 ,50 ,2020-08-20 13:12 ,2.2 ,230 ,9.4 ,230 ,2020-08-20 14:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.5 ,81.7 ,24.79 ,10.0 ,6.4 ,11 ,2020-08-20 12:00 ,3.3 
73,74,2020/8/21,,2895,26.82,499.8,25.11,121.26,22.0,7450,31.0,MM60-6RT-300,1005.5 ,1007.9 ,1008.4 ,2020-08-21 00:14 ,1002.7 ,2020-08-21 16:15 ,30.9 ,35.5 ,2020-08-21 11:59 ,26.9 ,2020-08-21 05:09 ,23.7 ,67 ,52 ,2020-08-21 14:28 ,3.9 ,70 ,14.0 ,100 ,2020-08-21 16:29 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,12.0 ,93.5 ,26.16 ,14.7 ,9.2 ,11 ,2020-08-21 13:00 ,2.8 
74,75,2020/8/22,,2203,18.02,499.8,25.11,121.26,22.0,5006,27.8,MM60-6RT-300,1004.4 ,1006.9 ,1005.7 ,2020-08-22 00:01 ,1003.3 ,2020-08-22 15:30 ,28.1 ,31.6 ,2020-08-22 09:54 ,25.6 ,2020-08-22 22:59 ,24.2 ,80 ,66 ,2020-08-22 09:46 ,4.3 ,40 ,14.7 ,30 ,2020-08-22 14:09 ,17.5 ,2.0 ,4.0 ,2020-08-22 20:21 ,5.0 ,2020-08-22 19:42 ,8.4 ,65.6 ,23.73 ,17.0 ,-5.4 ,12 ,2020-08-22 12:00 ,5.7 
75,76,2020/8/23,,2887,23.28,499.8,25.11,121.26,22.0,6467,28.6,MM60-6RT-300,1004.3 ,1006.7 ,1005.6 ,2020-08-23 09:22 ,1003.1 ,2020-08-23 15:35 ,28.6 ,31.0 ,2020-08-23 15:43 ,25.3 ,2020-08-23 02:46 ,24.8 ,80 ,65 ,2020-08-23 15:43 ,4.8 ,250 ,11.7 ,240 ,2020-08-23 22:33 ,10.5 ,1.0 ,4.5 ,2020-08-23 02:38 ,6.0 ,2020-08-23 02:40 ,9.7 ,75.9 ,25.17 ,17.3 ,7.5 ,12 ,2020-08-23 13:00 ,5.2 
76,77,2020/8/24,,2467,21.71,499.8,25.11,121.26,22.0,6031,29.7,MM60-6RT-300,1001.8 ,1004.2 ,1004.2 ,2020-08-24 00:01 ,999.8 ,2020-08-24 16:44 ,29.4 ,31.4 ,2020-08-24 13:54 ,28.0 ,2020-08-24 03:09 ,25.8 ,81 ,75 ,2020-08-24 13:21 ,7.2 ,240 ,15.8 ,240 ,2020-08-24 04:50 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.7 ,76.0 ,21.38 ,16.7 ,6.1 ,10 ,2020-08-24 12:00 ,6.0 
77,78,2020/8/25,,2805,25.32,499.8,25.11,121.26,22.0,7033,30.6,MM60-6RT-300,1000.0 ,1002.4 ,1001.4 ,2020-08-25 00:01 ,998.1 ,2020-08-25 15:44 ,30.0 ,32.8 ,2020-08-25 12:05 ,28.1 ,2020-08-25 03:53 ,26.0 ,79 ,68 ,2020-08-25 10:15 ,8.7 ,230 ,18.8 ,220 ,2020-08-25 23:07 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.5 ,90.3 ,25.00 ,16.2 ,7.7 ,11 ,2020-08-25 12:00 ,1.2 
78,79,2020/8/26,,2731,23.67,499.8,25.11,121.26,22.0,6575,30.5,MM60-6RT-300,999.5 ,1001.9 ,1001.0 ,2020-08-26 21:45 ,997.8 ,2020-08-26 15:57 ,30.2 ,32.7 ,2020-08-26 13:21 ,28.5 ,2020-08-26 04:05 ,24.8 ,73 ,64 ,2020-08-26 21:34 ,8.9 ,230 ,20.3 ,220 ,2020-08-26 07:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,88.9 ,24.58 ,17.0 ,8.0 ,11 ,2020-08-26 13:00 ,2.8 
79,80,2020/8/27,,1696,13.93,499.8,25.11,121.26,22.0,3869,28.4,MM60-6RT-300,1000.6 ,1003.1 ,1002.7 ,2020-08-27 20:09 ,999.2 ,2020-08-27 13:56 ,28.9 ,33.2 ,2020-08-27 12:58 ,26.3 ,2020-08-27 22:12 ,24.2 ,76 ,59 ,2020-08-27 12:58 ,4.6 ,220 ,14.5 ,230 ,2020-08-27 13:28 ,T ,0.8 ,T ,2020-08-27 10:54 ,T ,2020-08-27 10:54 ,4.4 ,34.7 ,16.58 ,16.3 ,-4.4 ,10 ,2020-08-27 13:00 ,8.3 
80,81,2020/8/28,,2213,,499.8,25.11,121.26,22.0,0,28.8,MM60-6RT-300,1001.7 ,1004.1 ,1003.6 ,2020-08-28 20:52 ,1000.5 ,2020-08-28 00:35 ,29.0 ,32.3 ,2020-08-28 11:41 ,26.2 ,2020-08-28 00:04 ,24.9 ,79 ,64 ,2020-08-28 11:29 ,4.1 ,240 ,15.0 ,230 ,2020-08-28 10:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.6 ,52.1 ,21.44 ,16.5 ,5.8 ,9 ,2020-08-28 13:00 ,8.0 
81,82,2020/8/29,,2272,,499.8,25.11,121.26,22.0,0,29.1,MM60-6RT-300,1002.9 ,1005.4 ,1004.2 ,2020-08-29 08:56 ,1002.1 ,2020-08-29 02:16 ,29.0 ,32.3 ,2020-08-29 12:22 ,26.6 ,2020-08-29 05:28 ,25.4 ,81 ,69 ,2020-08-29 10:09 ,2.9 ,40 ,9.9 ,40 ,2020-08-29 16:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.5 ,51.4 ,18.52 ,14.8 ,5.1 ,11 ,2020-08-29 12:00 ,5.5 
82,83,2020/8/30,,2497,20.68,499.8,25.11,121.26,22.0,5744,30.1,MM60-6RT-300,1003.3 ,1005.7 ,1005.1 ,2020-08-30 09:10 ,1001.7 ,2020-08-30 15:29 ,29.3 ,32.2 ,2020-08-30 11:51 ,27.2 ,2020-08-30 05:55 ,25.3 ,79 ,63 ,2020-08-30 17:35 ,4.3 ,50 ,14.3 ,40 ,2020-08-30 16:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.9 ,62.6 ,19.73 ,15.0 ,6.0 ,11 ,2020-08-30 12:00 ,4.8 
83,84,2020/8/31,,2244,15.67,499.8,25.11,121.26,22.0,4353,28.3,MM60-6RT-300,1002.8 ,1005.3 ,1004.7 ,2020-08-31 11:00 ,1001.1 ,2020-08-31 16:24 ,28.0 ,31.4 ,2020-08-31 10:00 ,24.7 ,2020-08-31 12:41 ,24.9 ,83 ,72 ,2020-08-31 09:25 ,3.6 ,40 ,13.9 ,30 ,2020-08-31 10:48 ,18.5 ,2.0 ,7.5 ,2020-08-31 10:47 ,9.0 ,2020-08-31 10:47 ,5.9 ,46.9 ,13.78 ,13.3 ,-4.3 ,7 ,2020-08-31 10:00 ,5.2 
84,85,2020/9/1,,2348,19.01,499.8,25.11,121.26,22.0,5281,28.9,MM60-6RT-300,1001.2 ,1003.6 ,1002.6 ,2020-09-01 11:11 ,999.9 ,2020-09-01 03:00 ,28.8 ,31.0 ,2020-09-01 12:22 ,27.3 ,2020-09-01 03:09 ,25.6 ,83 ,77 ,2020-09-01 12:01 ,4.1 ,230 ,11.7 ,220 ,2020-09-01 23:22 ,T ,0.1 ,T ,2020-09-01 01:47 ,T ,2020-09-01 01:47 ,7.6 ,60.5 ,20.95 ,13.0 ,6.3 ,11 ,2020-09-01 13:00 ,7.7 
85,86,2020/9/2,,2650,23.8,499.8,25.11,121.26,22.0,6611,30.2,MM60-6RT-300,1002.8 ,1005.2 ,1004.8 ,2020-09-02 22:40 ,1001.4 ,2020-09-02 01:58 ,29.7 ,32.1 ,2020-09-02 12:32 ,27.9 ,2020-09-02 05:57 ,25.9 ,80 ,70 ,2020-09-02 08:12 ,6.8 ,230 ,13.3 ,230 ,2020-09-02 02:03 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.7 ,85.3 ,23.52 ,13.0 ,-4.8 ,10 ,2020-09-02 12:00 ,4.5 
86,87,2020/9/3,,1519,11.19,499.8,25.11,121.26,22.0,3108,27.6,MM60-6RT-300,1007.0 ,1009.5 ,1009.2 ,2020-09-03 22:10 ,1004.3 ,2020-09-03 00:58 ,27.8 ,31.1 ,2020-09-03 14:45 ,24.9 ,2020-09-03 10:18 ,25.3 ,86 ,70 ,2020-09-03 15:30 ,3.6 ,40 ,11.3 ,240 ,2020-09-03 01:08 ,12.0 ,2.4 ,2.5 ,2020-09-03 08:03 ,6.5 ,2020-09-03 07:33 ,4.8 ,38.3 ,12.04 ,9.3 ,-4.4 ,7 ,2020-09-03 14:00 ,6.7 
87,88,2020/9/4,,2636,22.44,499.8,25.11,121.26,22.0,6233,27.6,MM60-6RT-300,1007.6 ,1010.1 ,1009.5 ,2020-09-04 08:25 ,1005.8 ,2020-09-04 16:51 ,27.8 ,30.6 ,2020-09-04 13:09 ,25.4 ,2020-09-04 02:30 ,24.4 ,82 ,75 ,2020-09-04 22:33 ,4.7 ,40 ,14.1 ,30 ,2020-09-04 17:26 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.6 ,84.8 ,22.87 ,11.3 ,6.1 ,9 ,2020-09-04 13:00 ,2.0 
88,89,2020/9/5,,2347,21.03,499.8,25.11,121.26,22.0,5842,27.0,MM60-6RT-300,1005.6 ,1008.1 ,1007.5 ,2020-09-05 08:44 ,1004.0 ,2020-09-05 15:44 ,27.0 ,30.2 ,2020-09-05 11:59 ,24.3 ,2020-09-05 23:59 ,22.1 ,75 ,62 ,2020-09-05 17:40 ,3.6 ,40 ,10.2 ,10 ,2020-09-05 15:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.2 ,41.7 ,19.13 ,13.7 ,5.4 ,9 ,2020-09-05 13:00 ,6.0 
89,90,2020/9/6,,2755,25.9,499.8,25.11,121.26,22.0,7194,25.3,MM60-6RT-300,1004.2 ,1006.7 ,1005.1 ,2020-09-06 08:48 ,1003.1 ,2020-09-06 14:27 ,26.2 ,29.8 ,2020-09-06 14:30 ,23.1 ,2020-09-06 23:55 ,19.1 ,66 ,46 ,2020-09-06 16:26 ,2.0 ,100 ,6.2 ,40 ,2020-09-06 07:55 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.1 ,81.2 ,25.21 ,15.3 ,6.0 ,10 ,2020-09-06 12:00 ,3.0 
90,91,2020/9/7,,2508,20.43,499.8,25.11,121.26,22.0,5675,26.9,MM60-6RT-300,1007.0 ,1009.4 ,1009.5 ,2020-09-07 23:00 ,1004.6 ,2020-09-07 00:23 ,27.1 ,31.5 ,2020-09-07 12:40 ,21.0 ,2020-09-07 05:23 ,18.7 ,60 ,50 ,2020-09-07 09:54 ,2.3 ,40 ,7.2 ,30 ,2020-09-07 15:48 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.6 ,53.1 ,20.39 ,13.7 ,5.3 ,9 ,2020-09-07 12:00 ,5.5 
